statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;4_variable_code;4_variable_label;4_variable_attribute_code;4_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
23131;Diagnoses of hospital in-patients;JAHR;Year;2011;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT005B10;5 to under 10 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;6317;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2002;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT085B90;85 to under 90 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;39686;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT000;under 1 year;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;870;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;199377;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;78791;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;69926;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;65164;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2008;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT050B55;50 to under 55 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;53188;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT085B90;85 to under 90 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;17223;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT001B05;1 to under 5 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;8555;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2007;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT040B45;40 to under 45 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;48195;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;81729;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;120925;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;83286;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2008;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT050B55;50 to under 55 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;53619;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT020B25;20 to under 25 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;6531;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2008;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT025B30;25 to under 30 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;5378;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2004;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT075B80;75 to under 80 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;178595;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2010;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT010B15;10 to under 15 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2506;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT010B15;10 to under 15 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2046;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT065B70;65 to under 70 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;126599;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT030B35;30 to under 35 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;6416;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT001B05;1 to under 5 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;8450;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2002;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT040B45;40 to under 45 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;32421;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT060B65;60 to under 65 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;103858;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2011;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT045B50;45 to under 50 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;42014;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT095UM;95 years and over;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;1405;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT025B30;25 to under 30 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;5506;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2002;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT005B10;5 to under 10 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;3315;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2004;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT080B85;80 to under 85 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;60215;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2009;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT040B45;40 to under 45 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;26513;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2019;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT050B55;50 to under 55 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;54793;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2010;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT065B70;65 to under 70 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;230454;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2012;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT035B40;35 to under 40 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;19178;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2013;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT085B90;85 to under 90 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;31215;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2009;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT005B10;5 to under 10 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2504;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT060B65;60 to under 65 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;183294;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT001B05;1 to under 5 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4323;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;66172;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);;Total;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;682676;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2007;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT090B95;90 to under 95 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4600;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT090B95;90 to under 95 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;10753;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2020;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT030B35;30 to under 35 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;14522;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;117349;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2011;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT035B40;35 to under 40 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;8069;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT040B45;40 to under 45 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;18417;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2000;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT000;under 1 year;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;529;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2011;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;162181;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2001;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT010B15;10 to under 15 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;9269;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT085B90;85 to under 90 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;88148;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2008;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);;Total;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;1501283;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT005B10;5 to under 10 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;3024;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2003;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT065B70;65 to under 70 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;150208;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT015B18;15 to under 18 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4130;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT035B40;35 to under 40 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;11613;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2012;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;266576;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2000;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT090B95;90 to under 95 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4739;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT020B25;20 to under 25 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4548;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2000;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;100070;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2012;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT000;under 1 year;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;916;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2000;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT090B95;90 to under 95 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;9259;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2023;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT030B35;30 to under 35 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;13704;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2016;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT018B20;18 to under 20 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;1579;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT045B50;45 to under 50 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;32544;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2009;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT030B35;30 to under 35 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;6261;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2007;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT065B70;65 to under 70 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;111139;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;226838;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2000;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT055B60;55 to under 60 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;100875;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2002;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT050B55;50 to under 55 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;116325;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT070B75;70 to under 75 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;91736;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2018;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT095UM;95 years and over;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2342;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2005;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT005B10;5 to under 10 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4157;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2021;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT080B85;80 to under 85 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;100548;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2011;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT018B20;18 to under 20 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2371;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2001;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT020B25;20 to under 25 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;8365;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2013;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT018B20;18 to under 20 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;830;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT075B80;75 to under 80 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;99764;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2004;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT080B85;80 to under 85 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;47469;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2024;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT095UM;95 years and over;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;3809;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2013;DINSG;Germany;DG;Germany;GES;Sex;GESM;Male;ALT112;Age groups (under 1- 95 years and over);ALT085B90;85 to under 90 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;28987;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2014;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT030B35;30 to under 35 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;14073;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2015;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT025B30;25 to under 30 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;4756;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT035B40;35 to under 40 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;27428;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2006;DINSG;Germany;DG;Germany;GES;Sex;GESW;Female;ALT112;Age groups (under 1- 95 years and over);ALT020B25;20 to under 25 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;2569;number;GES025;Patients discharged from hospital
23131;Diagnoses of hospital in-patients;JAHR;Year;2017;DINSG;Germany;DG;Germany;GES;Sex;;Total;ALT112;Age groups (under 1- 95 years and over);ALT040B45;40 to under 45 years;ICD10A;ICD-10 (1-digit codes) main diagnosis;ICD10-C00-C97;Malignant neoplasms;28800;number;GES025;Patients discharged from hospital
